,id,sex,race,age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,c_charge_degree,days_b_screening_arrest,length_of_stay,sensitive,y_charge_mean,charge_id_0,charge_id_1,charge_id_2,charge_id_3,charge_id_4,BlackLatinoMale,African-American,Hispanic,Caucasian,Native American,Asian,Other,y
1751,1751,0,2,42,0,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
4833,4833,0,0,57,1,0,10,0,0,28,0,10,1,6,0,28,1,0,2,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
1904,1904,0,3,49,1,0,1,0,0,0,3,1,-1,1,-1,0,1,-3,0,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
4489,4489,1,2,55,1,0,1,0,0,2,12,1,-1,1,-1,2,1,-12,2,3,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
4151,4151,0,0,24,-1,0,5,0,0,0,3,5,0,5,0,0,0,-2,0,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,0
4001,4001,0,0,61,1,0,2,0,0,5,13,2,-1,1,-1,5,1,-13,12,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,0
178,178,1,5,20,-1,1,4,0,0,1,21,4,-1,7,0,1,1,-21,2,7,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,0
4533,4533,0,0,51,1,1,8,0,0,19,1,8,1,3,-1,19,1,-1,2,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
226,226,0,0,24,-1,0,2,0,0,1,1,2,-1,4,-1,1,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
5486,5486,1,0,31,0,0,5,0,0,7,1,5,0,2,-1,7,1,-1,1,1,0.48852459,0,0,0,1,0,0,1,0,0,0,0,0,1
3159,3159,0,3,23,-1,0,9,1,0,2,1,9,1,7,0,2,1,-1,22,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
5353,5353,0,0,30,0,0,7,0,0,11,0,7,0,6,0,11,1,0,1,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
2849,2849,0,0,25,0,0,4,0,0,2,1,4,-1,4,-1,2,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
3509,3509,1,0,23,-1,0,7,0,0,2,1,7,0,5,0,2,0,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,1
347,347,1,2,34,0,0,9,0,1,15,5,9,1,3,-1,15,1,-4,3,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
381,381,0,0,26,0,0,7,0,0,4,1,7,0,7,0,4,1,-1,83,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
5860,5860,0,0,31,0,0,4,0,0,1,444,4,-1,2,-1,1,0,-1,1,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,0
4676,4676,0,0,48,1,0,4,0,0,5,1,4,-1,3,-1,5,1,-1,0,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
2228,2228,0,0,24,-1,0,8,0,0,0,1,8,1,8,1,0,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
452,452,1,3,57,1,0,2,0,0,1,8,2,-1,1,-1,1,0,-1,0,5,0.43504204,0,0,0,0,1,0,0,1,0,0,0,0,0
5238,5238,0,0,53,1,0,2,0,0,5,0,2,-1,1,-1,5,0,0,2,0,0.532188841,1,0,0,0,0,1,1,0,0,0,0,0,0
1305,1305,0,0,52,1,0,5,0,0,7,1,5,0,1,-1,7,1,-1,181,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
3244,3244,1,2,24,-1,0,7,2,0,7,1,7,0,4,-1,7,0,-1,1,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
2012,2012,1,0,39,0,0,6,0,0,4,3,6,0,1,-1,4,1,-3,3,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
3188,3188,0,3,33,0,0,2,0,0,0,1,2,-1,1,-1,0,0,-1,0,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
1380,1380,0,0,52,1,0,1,0,0,1,22,1,-1,1,-1,1,0,-21,9,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
2164,2164,0,2,56,1,0,2,0,0,13,13,2,-1,1,-1,13,1,-13,6,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
1397,1397,1,0,32,0,0,3,0,0,0,1,3,-1,2,-1,0,1,-1,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
4096,4096,1,0,33,0,0,9,0,0,5,1,9,1,3,-1,5,1,-1,0,1,0.469041561,0,0,1,0,0,0,1,0,0,0,0,0,1
2368,2368,1,2,23,-1,0,9,0,0,4,1,9,1,5,0,4,0,-1,133,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
3158,3158,1,0,43,0,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
2354,2354,1,0,32,0,0,1,0,0,0,1,1,-1,1,-1,0,0,0,-1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,1
5775,5775,0,0,26,0,0,8,0,0,6,0,8,1,6,0,6,0,0,10,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,0
1595,1595,1,2,22,-1,0,9,0,0,0,1,9,1,7,0,0,0,-1,1,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
619,619,0,3,32,0,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,0,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
5518,5518,0,0,26,0,0,10,1,0,13,207,10,1,9,1,13,0,-1,-1,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
4784,4784,0,0,23,-1,0,3,0,0,1,1,3,-1,4,-1,1,1,-1,1,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
2712,2712,1,2,58,1,0,1,0,0,0,2,1,-1,1,-1,0,0,-1,0,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
819,819,0,0,25,0,0,3,0,0,0,1,3,-1,4,-1,0,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
5073,5073,0,2,43,0,0,5,0,0,4,1,5,0,1,-1,4,1,-1,47,2,0.532188841,1,0,0,0,0,0,0,0,1,0,0,0,0
4828,4828,0,2,54,1,0,3,0,0,7,0,3,-1,1,-1,7,1,0,0,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
5414,5414,0,0,26,0,0,7,0,0,9,1,7,0,7,0,9,1,-1,11,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
4368,4368,1,2,53,1,0,5,0,0,6,1,5,0,1,-1,6,1,-1,10,3,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
4792,4792,0,0,23,-1,1,9,0,0,3,1,9,1,9,1,3,1,-1,1,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
2115,2115,0,0,38,0,0,5,0,0,9,1,5,0,4,-1,9,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
5321,5321,0,3,33,0,0,6,0,1,11,0,6,0,2,-1,11,1,0,1,4,0.532188841,1,0,0,0,0,1,0,1,0,0,0,0,1
183,183,1,2,50,1,0,1,0,0,1,1,1,-1,1,-1,1,0,-1,0,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
3247,3247,0,0,26,0,0,4,0,0,2,1,4,-1,3,-1,2,1,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
4208,4208,0,2,29,0,0,4,0,0,1,1,4,-1,2,-1,1,1,-1,14,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
1101,1101,0,2,61,1,0,1,0,0,1,1,1,-1,1,-1,1,0,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
6171,6171,0,2,25,0,4,8,0,0,5,1,8,1,7,0,5,0,-1,10,2,0.460869565,0,1,0,0,0,0,0,0,1,0,0,0,0
4645,4645,0,5,25,0,0,9,0,0,0,1,9,1,8,1,0,1,-1,1,6,0.469041561,0,0,1,0,0,0,0,0,0,0,0,1,1
978,978,1,0,24,-1,0,6,0,0,6,1,6,0,7,0,6,0,-1,310,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
1913,1913,0,0,24,-1,0,3,0,0,0,2,3,-1,4,-1,0,1,0,-1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
864,864,0,0,49,1,0,1,0,0,1,0,1,-1,1,-1,1,1,0,24,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
8,8,1,2,47,1,0,1,0,0,1,490,1,-1,1,-1,1,1,-20,14,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
4836,4836,0,0,42,0,0,7,0,0,0,1,7,0,4,-1,0,0,0,6,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,0
4513,4513,0,0,41,0,0,2,0,0,3,1,2,-1,1,-1,3,0,-1,2,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
5936,5936,0,0,26,0,0,2,0,0,2,373,2,-1,3,-1,2,0,-1,0,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,0
6156,6156,0,0,39,0,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,18,0,0.460869565,0,1,0,0,0,1,1,0,0,0,0,0,0
1471,1471,0,0,21,-1,0,3,0,0,0,1,3,-1,5,0,0,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
5956,5956,0,2,40,0,0,4,0,0,5,1,4,-1,1,-1,5,1,0,0,2,0.460869565,0,1,0,0,0,0,0,0,1,0,0,0,0
5931,5931,0,0,25,0,0,6,0,0,3,1,6,0,4,-1,3,1,-1,1,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
1319,1319,0,2,31,0,0,7,0,0,6,1,7,0,3,-1,6,0,-1,10,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
4019,4019,0,0,29,0,0,10,0,0,12,1,10,1,7,0,12,1,-1,5,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
1572,1572,0,2,26,0,0,5,0,0,0,2,5,0,3,-1,0,0,-2,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
3190,3190,0,2,26,0,0,4,0,0,0,2,4,-1,4,-1,0,0,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
3865,3865,0,3,40,0,0,2,0,0,0,3,2,-1,1,-1,0,0,-2,1,4,0.469041561,0,0,1,0,0,1,0,1,0,0,0,0,0
2970,2970,0,5,21,-1,0,4,0,0,0,1,4,-1,6,0,0,0,-1,4,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,0
1203,1203,0,2,61,1,0,6,0,0,10,1,6,0,5,0,10,1,-1,22,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
799,799,1,0,24,-1,0,3,0,0,0,1,3,-1,4,-1,0,1,-1,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
2821,2821,0,0,27,0,0,10,0,0,7,0,10,1,10,1,7,1,0,34,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
2714,2714,0,0,20,-1,0,7,0,0,0,0,7,0,9,1,0,1,0,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
2719,2719,0,0,29,0,0,5,0,0,5,1,5,0,4,-1,5,1,-1,3,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1077,1077,0,0,29,0,0,8,0,0,4,2,8,1,9,1,4,1,-1,80,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
4150,4150,0,0,21,-1,0,9,0,0,1,1,9,1,8,1,1,1,-1,0,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
5838,5838,0,3,34,0,0,1,0,0,0,1,1,-1,1,-1,0,0,0,76,4,0.48852459,0,0,0,1,0,1,0,1,0,0,0,0,0
6001,6001,0,2,50,1,0,1,0,0,1,1,1,-1,1,-1,1,0,-1,5,2,0.460869565,0,1,0,0,0,0,0,0,1,0,0,0,1
3302,3302,0,0,31,0,0,1,1,0,3,1,1,-1,2,-1,3,1,0,-1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
2733,2733,0,2,61,1,0,1,0,0,1,5,1,-1,1,-1,1,1,-5,4,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
3132,3132,0,0,36,0,0,4,0,0,6,1,4,-1,1,-1,6,0,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
5267,5267,1,0,34,0,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,0,1,0.532188841,1,0,0,0,0,0,1,0,0,0,0,0,0
464,464,0,0,28,0,0,2,0,0,4,1,2,-1,3,-1,4,0,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
437,437,0,2,40,0,0,2,0,0,0,0,2,-1,1,-1,0,1,0,22,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
211,211,0,5,42,0,0,1,0,0,1,1,1,-1,1,-1,1,1,-1,2,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,0
1602,1602,1,0,27,0,0,5,0,0,3,1,5,0,3,-1,3,1,-1,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
6015,6015,0,0,29,0,0,5,0,0,0,1,5,0,3,-1,0,0,-1,42,0,0.460869565,0,1,0,0,0,1,1,0,0,0,0,0,0
2110,2110,1,2,25,0,0,7,0,0,6,0,7,0,4,-1,6,1,-1,24,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
1895,1895,0,0,31,0,0,8,0,0,4,1,8,1,3,-1,4,1,-1,24,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1454,1454,0,0,47,1,0,1,0,0,1,1,1,-1,1,-1,1,0,-1,2,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
5852,5852,0,0,44,0,0,6,0,0,3,1,6,0,5,0,3,0,-1,2,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,0
859,859,0,2,58,1,0,1,0,0,1,1,1,-1,1,-1,1,1,-1,79,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
4231,4231,0,0,26,0,0,7,0,0,7,19,7,0,6,0,7,1,-19,19,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,0
5810,5810,0,0,33,0,0,10,0,1,14,1,10,1,8,1,14,1,-1,1,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
5506,5506,0,2,43,0,0,1,0,0,0,0,1,-1,1,-1,0,0,0,0,2,0.48852459,0,0,0,1,0,0,0,0,1,0,0,0,0
3146,3146,0,0,23,-1,0,2,0,0,3,1,2,-1,3,-1,3,0,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1458,1458,0,5,38,0,0,1,0,0,1,1,1,-1,2,-1,1,0,-1,0,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,0
1470,1470,0,0,35,0,0,4,0,0,0,1,4,-1,3,-1,0,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1779,1779,0,2,38,0,0,1,0,0,5,11,1,-1,2,-1,5,1,-11,3,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
802,802,1,0,39,0,0,5,1,0,6,1,5,0,2,-1,6,1,0,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
4448,4448,0,2,25,0,0,5,0,1,2,1,5,0,4,-1,2,1,0,0,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
2514,2514,1,5,21,-1,0,4,0,0,0,1,4,-1,5,0,0,0,-1,0,7,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,0
2694,2694,0,0,41,0,0,3,0,0,7,2,3,-1,2,-1,7,0,-2,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1169,1169,0,0,26,0,0,4,0,0,2,29,4,-1,4,-1,2,0,-29,28,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
892,892,0,2,22,-1,0,5,0,0,2,1,5,0,5,0,2,1,-1,3,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
2794,2794,0,0,26,0,0,5,1,0,6,8,5,0,4,-1,6,0,-8,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
294,294,0,2,42,0,0,1,0,0,0,0,1,-1,1,-1,0,0,0,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
1286,1286,0,2,32,0,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
4965,4965,0,5,29,0,0,6,0,0,3,1,6,0,2,-1,3,1,-1,177,6,0.532188841,1,0,0,0,0,0,0,0,0,0,0,1,0
1243,1243,1,3,41,0,0,1,0,0,0,1,1,-1,1,-1,0,1,0,0,5,0.43504204,0,0,0,0,1,0,0,1,0,0,0,0,0
2944,2944,0,0,21,-1,0,3,0,0,1,22,3,-1,5,0,1,1,-22,22,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
3835,3835,0,0,22,-1,0,7,0,0,1,1,7,0,6,0,1,1,0,-1,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
4642,4642,0,0,49,1,0,8,0,0,3,1,8,1,2,-1,3,1,-1,0,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
1045,1045,1,2,33,0,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,0,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
271,271,0,2,21,-1,0,3,0,0,0,2,3,-1,5,0,0,1,-1,-1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
936,936,0,0,28,0,0,2,0,0,0,1,2,-1,2,-1,0,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
606,606,0,0,20,-1,0,3,0,0,0,0,3,-1,6,0,0,1,0,-1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
5307,5307,1,2,26,0,0,9,0,0,1,1,9,1,7,0,1,1,-1,3,3,0.532188841,1,0,0,0,0,0,0,0,1,0,0,0,0
4643,4643,0,2,58,1,0,7,0,0,7,1,7,0,3,-1,7,1,-1,185,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
2229,2229,1,0,33,0,0,4,0,0,3,1,4,-1,3,-1,3,0,-1,2,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
1481,1481,0,0,33,0,0,1,0,0,2,1,1,-1,2,-1,2,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1903,1903,0,3,20,-1,0,4,0,0,0,1,4,-1,6,0,0,0,-1,23,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,1
2894,2894,0,2,21,-1,0,4,0,0,2,1,4,-1,6,0,2,1,-1,77,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
3666,3666,1,2,49,1,0,2,0,0,3,1,2,-1,1,-1,3,1,-1,0,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
1322,1322,0,0,34,0,0,7,0,0,0,0,7,0,8,1,0,0,0,29,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
238,238,0,0,35,0,0,7,0,1,8,1,7,0,4,-1,8,1,-1,10,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
5019,5019,0,0,28,0,0,2,0,0,4,1,2,-1,2,-1,4,1,-1,2,0,0.532188841,1,0,0,0,0,1,1,0,0,0,0,0,1
2989,2989,0,0,38,0,0,4,0,0,5,1,4,-1,2,-1,5,0,-1,5,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
660,660,0,5,45,1,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,1,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,0
3855,3855,1,2,53,1,0,1,0,0,0,0,1,-1,1,-1,0,0,0,0,3,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
6055,6055,0,2,47,1,0,3,0,0,5,0,3,-1,2,-1,5,0,0,0,2,0.460869565,0,1,0,0,0,0,0,0,1,0,0,0,1
637,637,0,0,24,-1,0,3,0,0,0,1,3,-1,4,-1,0,1,-1,182,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
3980,3980,0,0,26,0,0,6,0,0,1,1,6,0,7,0,1,1,0,0,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
2307,2307,0,2,47,1,0,6,0,0,1,0,6,0,3,-1,1,1,0,81,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
4230,4230,0,2,33,0,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,0,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
1879,1879,0,2,39,0,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,3,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
1753,1753,0,2,31,0,0,5,0,0,3,1,5,0,3,-1,3,1,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
65,65,0,0,27,0,0,9,0,0,2,1,9,1,8,1,2,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
2843,2843,0,0,28,0,0,5,0,0,6,1,5,0,8,1,6,0,-1,5,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
3952,3952,1,2,44,0,0,6,0,0,4,0,6,0,2,-1,4,1,0,5,3,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
5438,5438,0,0,24,-1,0,2,0,2,1,1,2,-1,4,-1,1,0,0,-1,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
66,66,1,0,20,-1,0,6,0,0,0,1,6,0,8,1,0,1,0,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
3819,3819,0,0,29,0,0,10,1,0,16,1,10,1,7,0,16,1,-1,17,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,0
5104,5104,1,2,30,0,0,3,0,0,1,27,3,-1,2,-1,1,0,-27,0,3,0.532188841,1,0,0,0,0,0,0,0,1,0,0,0,0
3699,3699,1,0,26,0,0,4,0,0,1,1,4,-1,3,-1,1,1,-1,2,1,0.469041561,0,0,1,0,0,0,1,0,0,0,0,0,1
5709,5709,0,0,55,1,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,1,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,0
2920,2920,1,0,34,0,0,2,0,0,1,117,2,-1,1,-1,1,0,-21,15,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
338,338,0,0,37,0,0,4,0,0,11,1,4,-1,2,-1,11,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
2183,2183,1,0,23,-1,0,2,0,0,0,1,2,-1,3,-1,0,0,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
4138,4138,0,0,25,0,0,8,0,0,5,1,8,1,6,0,5,1,-1,35,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,0
1680,1680,0,2,44,0,0,4,0,0,0,1,4,-1,1,-1,0,1,0,11,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
2013,2013,0,2,22,-1,0,7,0,1,1,4,7,0,5,0,1,1,-1,236,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
2343,2343,0,0,23,-1,0,9,1,0,4,1,9,1,9,1,4,1,0,192,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
5624,5624,0,3,52,1,0,4,0,0,3,1,4,-1,3,-1,3,1,-1,13,4,0.48852459,0,0,0,1,0,1,0,1,0,0,0,0,0
4263,4263,0,0,35,0,0,2,0,0,1,0,2,-1,1,-1,1,1,0,0,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,0
1883,1883,0,2,38,0,0,5,0,0,12,1,5,0,3,-1,12,1,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
2054,2054,0,0,30,0,0,4,0,0,10,0,4,-1,5,0,10,0,0,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
127,127,1,0,48,1,0,2,0,0,0,1,2,-1,3,-1,0,1,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
152,152,1,2,51,1,0,1,0,0,0,1,1,-1,1,-1,0,0,0,1,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
2625,2625,0,0,20,-1,1,8,0,0,1,268,8,1,6,0,1,1,27,14,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
6017,6017,0,0,36,0,0,5,0,0,6,1,5,0,5,0,6,1,-1,84,0,0.460869565,0,1,0,0,0,1,1,0,0,0,0,0,0
5126,5126,1,0,35,0,0,2,0,0,0,1,2,-1,1,-1,0,0,-1,0,1,0.532188841,1,0,0,0,0,0,1,0,0,0,0,0,0
1635,1635,0,2,50,1,0,1,0,0,0,0,1,-1,1,-1,0,1,0,35,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
276,276,0,0,27,0,0,9,0,0,5,1,9,1,7,0,5,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
2142,2142,0,5,23,-1,0,10,0,0,4,1,10,1,10,1,4,1,-1,2,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,0
594,594,0,3,43,0,0,2,0,0,0,4,2,-1,1,-1,0,0,-4,0,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,1
5120,5120,0,2,26,0,0,2,0,0,2,1,2,-1,3,-1,2,1,0,-1,2,0.532188841,1,0,0,0,0,0,0,0,1,0,0,0,1
3825,3825,0,0,24,-1,0,5,1,0,5,1,5,0,4,-1,5,1,-1,1,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
1108,1108,1,3,30,0,0,3,0,0,0,1,3,-1,2,-1,0,0,-1,1,5,0.43504204,0,0,0,0,1,0,0,1,0,0,0,0,1
2681,2681,0,0,37,0,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1827,1827,0,2,44,0,0,2,0,0,5,0,2,-1,1,-1,5,1,0,6,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
5698,5698,0,0,24,-1,0,5,0,0,1,1,5,0,7,0,1,0,-1,2,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
1238,1238,0,2,53,1,0,1,0,0,1,1,1,-1,1,-1,1,0,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
2277,2277,0,3,24,-1,0,8,0,0,2,1,8,1,6,0,2,1,0,91,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
701,701,0,5,48,1,0,1,0,0,4,1,1,-1,1,-1,4,1,-1,4,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,1
2118,2118,0,3,23,-1,0,7,0,1,2,1,7,0,5,0,2,1,-1,35,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
3690,3690,0,2,27,0,0,2,0,0,0,0,2,-1,3,-1,0,0,0,0,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
