id,sex,race,age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,c_charge_degree,days_b_screening_arrest,length_of_stay,y
3243,1,0,46,1,0,8,0,0,1,245.0,8,1,3,-1,1,1,51.0,55.0,1
3246,0,2,30,0,0,3,0,0,0,1.0,3,-1,2,-1,0,0,-1.0,0.0,0
3247,0,2,34,0,0,6,0,0,1,1.0,6,0,4,-1,1,1,-1.0,2.0,0
3248,0,2,70,1,0,1,0,0,11,13.0,1,-1,1,-1,11,1,-13.0,12.0,1
3250,0,2,52,1,0,1,0,0,2,1.0,1,-1,1,-1,2,1,-1.0,1.0,0
3255,0,0,51,1,0,2,0,0,4,26.0,2,-1,2,-1,4,0,-26.0,7.0,0
3259,1,4,45,1,0,10,0,0,15,1.0,10,1,9,1,15,1,-1.0,1.0,1
3260,0,0,55,1,0,6,0,0,21,1.0,6,0,5,0,21,1,0.0,85.0,1
3261,1,2,49,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,1.0,0
3262,1,0,26,0,0,6,0,0,9,13.0,6,0,4,-1,9,0,404.0,1.0,1
3265,1,2,47,1,0,1,0,0,0,0.0,1,-1,1,-1,0,1,0.0,0.0,0
3267,0,0,27,0,0,2,0,0,0,0.0,2,-1,3,-1,0,0,0.0,1.0,0
3268,0,2,25,0,0,7,2,0,5,3.0,7,0,4,-1,5,0,-3.0,0.0,1
3270,0,0,21,-1,0,10,1,0,1,0.0,10,1,9,1,1,1,0.0,59.0,1
3272,0,0,37,0,0,10,0,1,26,1.0,10,1,8,1,26,1,-1.0,1.0,1
3273,0,0,21,-1,0,9,0,0,1,1.0,9,1,9,1,1,1,-1.0,49.0,1
3274,0,0,21,-1,0,6,0,0,0,2.0,6,0,6,0,0,1,-2.0,1.0,0
3278,0,0,25,0,0,10,0,0,4,1.0,10,1,9,1,4,1,0.0,0.0,1
3280,1,0,27,0,0,5,0,0,3,1.0,5,0,3,-1,3,1,-1.0,1.0,1
3281,0,2,30,0,0,4,0,0,3,1.0,4,-1,4,-1,3,1,-1.0,12.0,1
3283,0,2,70,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0.0,0
3284,0,2,37,0,0,9,0,0,11,1.0,9,1,4,-1,11,1,-1.0,0.0,1
3285,0,0,46,1,0,5,0,0,5,0.0,5,0,7,0,5,1,0.0,2.0,1
3286,0,5,40,0,0,1,0,0,4,1.0,1,-1,1,-1,4,0,-1.0,2.0,1
3287,0,0,20,-1,1,8,0,0,1,123.0,8,1,8,1,1,1,427.0,217.0,1
3288,0,0,43,0,0,4,0,0,18,1.0,4,-1,3,-1,18,1,-1.0,9.0,1
3289,0,0,38,0,0,6,0,0,15,1.0,6,0,5,0,15,1,0.0,55.0,0
3290,0,0,29,0,0,4,0,0,0,1.0,4,-1,2,-1,0,1,0.0,0.0,0
3291,0,0,37,0,0,2,0,0,8,0.0,2,-1,3,-1,8,0,0.0,1.0,1
3292,0,3,38,0,0,4,0,0,3,21.0,4,-1,1,-1,3,1,-21.0,0.0,0
3293,1,2,27,0,0,3,0,0,0,4.0,3,-1,2,-1,0,1,-4.0,0.0,0
3294,1,5,20,-1,0,5,0,0,0,1.0,5,0,7,0,0,0,0.0,10.0,1
3295,0,3,44,0,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0.0,0
3298,0,2,31,0,0,5,0,0,6,1.0,5,0,5,0,6,0,-1.0,1.0,0
3299,0,0,29,0,0,2,0,0,3,1.0,2,-1,3,-1,3,1,-1.0,1.0,1
3300,0,2,48,1,0,7,0,0,13,96.0,7,0,7,0,13,1,-96.0,74.0,1
3301,1,0,30,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,-1.0,0.0,0
3302,1,2,25,0,0,5,0,0,2,25.0,5,0,3,-1,2,1,-25.0,11.0,1
3304,0,0,40,0,0,2,0,0,3,1.0,2,-1,1,-1,3,1,-1.0,1.0,0
3305,1,2,49,1,0,2,0,0,3,226.0,2,-1,1,-1,3,1,1025.0,1.0,0
3306,0,2,33,0,0,3,0,0,1,1.0,3,-1,2,-1,1,0,0.0,1.0,0
3309,0,2,26,0,0,5,0,0,5,1.0,5,0,4,-1,5,1,-1.0,1.0,1
3310,0,3,31,0,0,3,1,0,1,0.0,3,-1,5,0,1,0,0.0,1.0,0
3312,0,2,61,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,0.0,0
3314,0,2,30,0,0,4,0,0,2,1.0,4,-1,3,-1,2,1,-1.0,0.0,0
3315,0,2,62,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,2.0,0
3316,1,2,27,0,0,8,0,0,4,13.0,8,1,7,0,4,0,8.0,54.0,1
3318,0,2,48,1,0,6,0,0,9,1.0,6,0,1,-1,9,1,-1.0,1.0,0
3319,1,2,40,0,0,2,0,0,0,1.0,2,-1,1,-1,0,1,-1.0,1.0,0
3320,0,2,24,-1,0,4,0,0,0,1.0,4,-1,5,0,0,1,-1.0,2.0,0
3322,0,0,22,-1,0,4,0,0,0,1.0,4,-1,5,0,0,1,-1.0,1.0,1
3323,0,0,30,0,0,8,0,0,4,1.0,8,1,8,1,4,0,-1.0,15.0,1
3324,0,2,63,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,0.0,0.0,0
3325,0,3,46,1,0,1,0,0,0,399.0,1,-1,1,-1,0,0,3.3047632836253076,18.235413348776603,0
3326,0,0,33,0,0,10,0,0,4,1.0,10,1,9,1,4,1,-1.0,1.0,0
3328,1,0,21,-1,1,6,0,0,1,79.0,6,0,6,0,1,1,81.0,0.0,1
3329,0,2,43,0,0,4,0,0,0,5.0,4,-1,1,-1,0,0,-5.0,1.0,1
3331,0,0,26,0,0,10,0,0,3,1.0,10,1,10,1,3,1,0.0,33.0,1
3332,0,0,51,1,0,1,0,0,1,17.0,1,-1,1,-1,1,1,-17.0,7.0,0
3333,0,2,39,0,0,1,0,0,3,1.0,1,-1,1,-1,3,1,-1.0,1.0,1
3335,1,3,30,0,0,3,0,0,0,1.0,3,-1,2,-1,0,0,-1.0,1.0,1
3337,0,0,32,0,0,8,0,0,14,1.0,8,1,2,-1,14,1,-1.0,1.0,1
3338,0,0,22,-1,0,6,0,0,0,2.0,6,0,5,0,0,0,-2.0,0.0,0
3339,0,2,59,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0.0,0
3340,0,0,38,0,0,7,5,0,37,1.0,7,0,2,-1,37,0,-1.0,30.0,1
3341,0,0,23,-1,0,6,0,0,2,1.0,6,0,5,0,2,1,0.0,237.0,0
3342,0,0,42,0,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,1.0,1
3343,0,0,20,-1,1,3,0,0,1,37.0,3,-1,7,0,1,1,-37.0,15.0,1
3344,0,0,38,0,0,7,0,0,2,0.0,7,0,3,-1,2,1,0.0,192.0,1
3345,1,2,34,0,0,3,0,0,2,1.0,3,-1,2,-1,2,1,-1.0,1.0,0
3347,1,0,36,0,0,3,0,0,7,1.0,3,-1,3,-1,7,1,-1.0,2.0,1
3348,0,2,35,0,0,4,0,0,7,86.0,4,-1,3,-1,7,1,-86.0,76.0,1
3349,0,0,36,0,0,3,0,0,0,1.0,3,-1,1,-1,0,0,-1.0,1.0,1
3350,0,0,31,0,0,1,0,0,1,15.0,1,-1,2,-1,1,1,-14.0,13.0,0
3351,1,0,28,0,0,4,0,0,3,1.0,4,-1,4,-1,3,1,-1.0,4.0,1
3354,0,0,28,0,0,2,0,0,1,0.0,2,-1,2,-1,1,1,0.0,0.0,1
3356,0,2,60,1,0,1,0,0,3,120.0,1,-1,2,-1,3,1,-120.0,120.0,0
3357,0,0,43,0,0,4,0,0,0,1.0,4,-1,1,-1,0,1,-1.0,1.0,0
3358,0,0,40,0,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,1.0,0
3359,0,0,31,0,0,9,2,0,15,1.0,9,1,5,0,15,1,-1.0,2.0,1
3360,0,0,54,1,0,7,0,0,6,1.0,7,0,1,-1,6,1,-1.0,13.0,1
3361,0,0,26,0,0,6,0,0,1,624.0,6,0,7,0,1,1,3.3047632836253076,18.235413348776603,0
3362,0,0,24,-1,0,9,0,0,17,1.0,9,1,9,1,17,1,-1.0,130.0,1
3363,0,3,41,0,0,1,0,0,0,3.0,1,-1,1,-1,0,1,-3.0,1.0,1
3369,0,0,21,-1,0,9,0,1,1,1.0,9,1,8,1,1,1,-1.0,242.0,1
3370,1,3,29,0,0,2,0,0,1,1.0,2,-1,2,-1,1,1,-1.0,1.0,1
3371,0,0,22,-1,0,3,0,1,0,1.0,3,-1,5,0,0,1,-1.0,0.0,0
3375,0,3,52,1,0,7,0,0,9,1.0,7,0,1,-1,9,1,-1.0,33.0,1
3376,1,5,40,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1.0,0
3377,1,2,37,0,0,1,0,0,0,0.0,1,-1,1,-1,0,1,3.3047632836253076,18.235413348776603,0
3379,0,5,21,-1,0,4,0,0,1,1.0,4,-1,6,0,1,1,982.0,5.0,0
3380,1,0,45,1,0,4,0,0,1,1.0,4,-1,2,-1,1,1,-1.0,6.0,0
3381,0,0,29,0,0,2,0,0,1,0.0,2,-1,2,-1,1,0,0.0,0.0,1
3383,0,0,46,1,0,5,0,0,10,1.0,5,0,1,-1,10,1,-1.0,9.0,1
3384,0,2,21,-1,0,8,1,2,1,1.0,8,1,9,1,1,1,-1.0,12.0,0
3385,0,0,50,1,1,9,0,0,7,1154.0,9,1,4,-1,7,0,3.3047632836253076,18.235413348776603,0
3386,0,2,35,0,0,5,0,0,6,10.0,5,0,4,-1,6,1,-10.0,1.0,1
3387,0,0,52,1,0,1,0,0,1,2.0,1,-1,1,-1,1,0,1.0,70.0,1
3390,0,2,48,1,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0.0,0
3391,1,0,29,0,0,8,0,3,9,1.0,8,1,6,0,9,0,-1.0,214.0,1
3392,0,2,48,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1.0,0
3393,0,0,31,0,0,6,0,0,10,8.0,6,0,4,-1,10,1,-8.0,8.0,1
3394,0,2,21,-1,0,8,0,0,3,1.0,8,1,8,1,3,1,-1.0,127.0,1
3395,0,5,32,0,0,1,0,0,0,0.0,1,-1,1,-1,0,1,0.0,22.0,1
3396,0,0,47,1,0,5,0,0,0,1.0,5,0,3,-1,0,0,-1.0,3.0,0
3397,0,0,62,1,0,7,0,0,1,613.0,7,0,6,0,1,0,3.3047632836253076,18.235413348776603,0
3398,0,0,21,-1,1,10,2,2,3,1.0,10,1,10,1,3,1,-1.0,0.0,1
3399,0,0,35,0,3,10,0,0,13,1.0,10,1,5,0,13,1,-1.0,0.0,0
3401,0,0,46,1,0,1,0,0,3,22.0,1,-1,1,-1,3,0,-22.0,20.0,1
3403,0,0,34,0,0,4,0,0,5,1.0,4,-1,3,-1,5,1,-1.0,5.0,1
3404,0,0,52,1,0,1,0,0,2,5.0,1,-1,1,-1,2,1,-5.0,3.0,0
3405,1,0,39,0,0,2,1,0,7,92.0,2,-1,1,-1,7,1,114.0,178.0,0
3406,0,2,21,-1,0,8,0,0,0,1.0,8,1,9,1,0,0,-1.0,9.0,1
3407,0,2,53,1,0,1,0,0,1,3.0,1,-1,1,-1,1,0,-2.0,1.0,0
3408,1,2,19,-1,0,3,0,0,0,1.0,3,-1,5,0,0,1,-1.0,1.0,1
3409,0,0,22,-1,0,6,0,0,0,1.0,6,0,8,1,0,0,-1.0,2.0,0
3410,0,0,45,1,0,3,0,0,1,1.0,3,-1,1,-1,1,1,-1.0,2.0,0
3411,1,2,27,0,0,2,0,0,0,1.0,2,-1,2,-1,0,1,-1.0,1.0,0
3412,0,2,25,0,0,2,0,0,0,1.0,2,-1,3,-1,0,0,-1.0,0.0,0
3413,0,2,30,0,0,4,0,0,0,1.0,4,-1,2,-1,0,1,0.0,-1.0,1
3415,0,0,31,0,0,5,0,0,2,1.0,5,0,4,-1,2,1,0.0,-1.0,1
3417,0,2,28,0,0,3,0,0,3,1.0,3,-1,2,-1,3,1,-1.0,1.0,0
3418,0,0,36,0,0,2,0,0,3,1.0,2,-1,2,-1,3,0,-1.0,2.0,1
3419,0,0,27,0,0,5,0,0,7,1.0,5,0,5,0,7,1,-1.0,10.0,1
3420,0,0,42,0,0,2,0,0,1,0.0,2,-1,1,-1,1,1,0.0,0.0,0
3422,0,2,35,0,0,5,0,0,0,1.0,5,0,1,-1,0,1,0.0,40.0,1
3423,1,2,33,0,0,2,0,0,2,29.0,2,-1,1,-1,2,1,-29.0,0.0,0
3425,0,3,24,-1,1,10,0,0,6,1.0,10,1,9,1,6,1,-1.0,218.0,1
3426,0,0,25,0,0,10,1,0,21,1.0,10,1,10,1,21,1,-14.0,2.0,1
3427,1,2,42,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1.0,0
3429,0,0,21,-1,0,6,0,0,0,1.0,6,0,9,1,0,1,-1.0,3.0,1
3431,1,0,28,0,0,2,0,0,0,0.0,2,-1,2,-1,0,0,0.0,0.0,0
3434,0,0,27,0,0,10,0,0,25,50.0,10,1,9,1,25,1,18.0,40.0,1
3437,1,2,21,-1,0,6,0,0,0,1.0,6,0,7,0,0,1,-1.0,2.0,0
3438,0,2,26,0,0,6,0,0,0,0.0,6,0,6,0,0,0,0.0,5.0,1
3439,0,2,36,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0.0,0
3440,0,0,23,-1,0,8,0,0,1,398.0,8,1,9,1,1,0,237.0,0.0,1
3441,0,2,49,1,0,7,0,0,0,1.0,7,0,2,-1,0,1,-1.0,1.0,1
3442,0,0,29,0,0,8,0,0,11,69.0,8,1,7,0,11,1,-68.0,65.0,1
3444,0,2,44,0,0,2,0,0,0,1.0,2,-1,1,-1,0,1,-1.0,1.0,1
3445,0,2,28,0,0,3,0,0,1,26.0,3,-1,4,-1,1,0,-25.0,24.0,0
3446,0,0,27,0,0,6,0,0,2,310.0,6,0,5,0,2,0,530.0,0.0,1
3448,1,0,35,0,0,7,0,0,12,2.0,7,0,3,-1,12,1,-2.0,0.0,1
3449,0,0,36,0,0,8,0,0,19,217.0,8,1,4,-1,19,0,544.0,0.0,1
3451,0,2,46,1,0,2,0,0,2,1017.0,2,-1,1,-1,2,0,266.0,45.0,0
3452,0,0,34,0,0,1,0,0,3,1.0,1,-1,2,-1,3,1,-1.0,0.0,0
3453,0,0,45,1,0,3,0,0,15,1.0,3,-1,1,-1,15,1,-1.0,0.0,1
3454,0,0,28,0,0,3,0,0,9,1.0,3,-1,4,-1,9,1,-1.0,16.0,1
3455,1,0,25,0,0,3,0,0,1,1.0,3,-1,3,-1,1,1,-1.0,4.0,0
3456,0,0,21,-1,0,8,1,0,1,0.0,8,1,8,1,1,0,0.0,0.0,0
3457,0,0,48,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,0.0,0
3458,0,2,37,0,0,2,0,0,1,1.0,2,-1,3,-1,1,0,-1.0,0.0,0
3460,0,0,24,-1,0,6,0,0,3,3.0,6,0,6,0,3,1,-3.0,0.0,1
3462,0,2,37,0,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,1.0,1
3463,0,2,39,0,0,3,0,0,1,4.0,3,-1,4,-1,1,1,-3.0,0.0,0
3464,0,2,24,-1,0,5,0,1,1,1.0,5,0,4,-1,1,1,-1.0,21.0,1
3465,0,5,49,1,0,1,0,0,2,1.0,1,-1,1,-1,2,1,-1.0,0.0,0
3468,0,0,35,0,0,10,0,0,3,1120.0,10,1,10,1,3,1,3.3047632836253076,18.235413348776603,1
3470,0,0,23,-1,0,2,0,0,1,1.0,2,-1,3,-1,1,1,-1.0,1.0,1
3474,0,2,36,0,0,3,0,0,4,123.0,3,-1,2,-1,4,1,-123.0,8.0,1
3475,0,2,43,0,0,5,0,0,5,1.0,5,0,6,0,5,1,-1.0,0.0,0
3476,0,0,28,0,0,8,0,0,6,1.0,8,1,3,-1,6,0,-1.0,1.0,1
3479,1,0,21,-1,1,10,0,0,4,154.0,10,1,9,1,4,1,122.0,54.0,1
3480,0,0,53,1,0,2,0,0,1,1.0,2,-1,2,-1,1,0,-1.0,0.0,0
3481,1,0,27,0,0,4,0,0,2,14.0,4,-1,3,-1,2,0,-14.0,1.0,1
3483,0,2,39,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,2.0,0
3484,0,0,47,1,0,7,0,0,22,1.0,7,0,2,-1,22,1,-1.0,1.0,1
3485,0,0,28,0,0,2,0,0,4,1.0,2,-1,2,-1,4,1,-1.0,2.0,1
3487,0,2,49,1,0,6,0,0,7,1.0,6,0,4,-1,7,1,3.3047632836253076,18.235413348776603,0
3488,0,2,36,0,0,1,0,0,2,4.0,1,-1,1,-1,2,1,-4.0,0.0,0
3489,1,0,24,-1,0,9,0,0,1,1.0,9,1,5,0,1,1,-1.0,3.0,0
3491,0,3,35,0,0,2,0,0,0,1.0,2,-1,1,-1,0,0,-1.0,1.0,0
3492,0,0,23,-1,0,7,0,0,3,1.0,7,0,5,0,3,1,0.0,1.0,0
3493,0,0,26,0,0,2,0,0,2,1.0,2,-1,3,-1,2,1,-1.0,1.0,0
3498,0,0,31,0,0,4,0,0,7,1.0,4,-1,4,-1,7,1,-1.0,54.0,1
3499,1,0,30,0,0,10,3,2,14,0.0,10,1,7,0,14,1,0.0,5.0,1
3500,0,2,25,0,0,6,0,0,2,0.0,6,0,6,0,2,0,0.0,1.0,0
3501,0,0,24,-1,0,10,0,0,6,1.0,10,1,9,1,6,1,0.0,1.0,1
3502,0,3,34,0,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,0.0,1
3504,0,0,26,0,0,4,0,0,2,29.0,4,-1,4,-1,2,0,-29.0,28.0,0
3506,0,0,26,0,0,8,0,0,7,49.0,8,1,6,0,7,0,-49.0,0.0,0
3507,0,3,60,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1.0,0
3508,1,0,20,-1,0,5,0,0,0,1.0,5,0,7,0,0,1,-1.0,0.0,0
3510,0,2,36,0,1,9,0,0,10,95.0,9,1,4,-1,10,0,92.0,84.0,1
3511,0,2,23,-1,0,3,0,0,0,0.0,3,-1,4,-1,0,1,0.0,0.0,0
3512,0,0,26,0,0,7,0,0,5,1.0,7,0,6,0,5,1,-1.0,6.0,1
3515,0,2,40,0,0,1,0,0,4,1.0,1,-1,1,-1,4,0,0.0,1.0,0
3516,0,5,28,0,0,3,0,0,1,1.0,3,-1,3,-1,1,1,-1.0,1.0,1
3517,0,3,49,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,5.0,1
3519,0,0,46,1,0,3,0,0,8,353.0,3,-1,3,-1,8,1,400.0,279.0,1
3521,0,0,19,-1,0,10,1,0,1,0.0,10,1,10,1,1,1,0.0,-1.0,1
3523,0,2,53,1,0,1,0,0,1,12.0,1,-1,1,-1,1,1,-12.0,11.0,0
3525,0,2,56,1,0,2,0,0,5,45.0,2,-1,1,-1,5,1,-45.0,8.0,0
3528,1,0,24,-1,0,3,0,0,0,1.0,3,-1,3,-1,0,1,-1.0,0.0,0
3529,0,3,31,0,0,1,0,0,0,5.0,1,-1,1,-1,0,1,-5.0,1.0,0
3531,1,2,33,0,0,3,0,0,2,2.0,3,-1,2,-1,2,1,-1.0,-1.0,0
3533,0,2,26,0,0,10,3,0,8,1.0,10,1,7,0,8,1,-1.0,41.0,1
3534,0,2,56,1,0,1,0,0,1,65.0,1,-1,1,-1,1,0,-65.0,2.0,0
3535,0,2,32,0,0,2,0,0,2,1.0,2,-1,2,-1,2,1,-1.0,0.0,0
3536,0,2,25,0,0,2,0,0,0,0.0,2,-1,3,-1,0,1,0.0,3.0,1
3538,0,0,21,-1,0,2,0,0,1,1.0,2,-1,5,0,1,1,-1.0,0.0,0
3539,0,0,38,0,0,5,0,0,3,1.0,5,0,6,0,3,1,0.0,1.0,0
3540,0,2,23,-1,0,2,0,0,0,4.0,2,-1,3,-1,0,1,-4.0,1.0,0
3541,0,0,67,1,0,1,0,0,4,173.0,1,-1,1,-1,4,0,3.3047632836253076,18.235413348776603,0
3542,0,2,20,-1,0,6,0,1,0,1.0,6,0,7,0,0,1,-1.0,8.0,1
3543,1,2,39,0,0,1,0,0,4,2.0,1,-1,1,-1,4,1,-2.0,1.0,1
3544,0,0,24,-1,0,2,0,0,1,1.0,2,-1,3,-1,1,1,-1.0,6.0,1
3546,0,3,23,-1,0,2,0,0,0,1.0,2,-1,3,-1,0,1,0.0,0.0,0
3547,0,0,49,1,0,4,0,0,3,1.0,4,-1,1,-1,3,1,-1.0,0.0,0
3550,0,0,31,0,0,7,0,0,7,1.0,7,0,7,0,7,1,-1.0,77.0,1
3551,0,0,20,-1,0,6,0,0,1,26.0,6,0,8,1,1,1,-26.0,16.0,1
3552,0,2,28,0,0,3,0,0,0,0.0,3,-1,2,-1,0,0,0.0,13.0,0
3554,0,2,67,1,0,1,0,0,3,1.0,1,-1,1,-1,3,1,-1.0,1.0,0
3556,0,3,33,0,0,1,0,0,0,0.0,1,-1,1,-1,0,1,0.0,1.0,0
3557,0,3,20,-1,1,8,0,0,1,189.0,8,1,10,1,1,1,-189.0,0.0,1
3560,0,2,40,0,0,3,0,0,4,72.0,3,-1,4,-1,4,1,-80.0,78.0,0
3562,0,0,52,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0.0,0
3563,0,0,45,1,0,7,0,0,17,1.0,7,0,5,0,17,1,-1.0,46.0,1
3564,0,0,27,0,0,7,0,1,8,1.0,7,0,4,-1,8,1,-1.0,1.0,1
3566,0,2,22,-1,0,9,0,0,1,1.0,9,1,9,1,1,1,-1.0,1.0,0
3568,0,2,36,0,0,7,0,0,9,42.0,7,0,3,-1,9,1,-42.0,0.0,0
3570,0,2,40,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0.0,1
3571,0,2,30,0,0,8,0,0,1,0.0,8,1,6,0,1,0,0.0,0.0,1
3573,0,0,42,0,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,0.0,0
3574,0,0,24,-1,0,3,0,1,2,0.0,3,-1,4,-1,2,1,0.0,1.0,1
3576,0,2,46,1,0,2,0,0,4,5.0,2,-1,1,-1,4,1,-5.0,2.0,0
3577,0,0,38,0,0,3,0,0,4,1.0,3,-1,2,-1,4,1,0.0,-1.0,0
3578,0,3,39,0,0,1,0,0,2,114.0,1,-1,2,-1,2,1,-113.0,104.0,1
3582,1,3,32,0,0,3,0,0,0,1.0,3,-1,2,-1,0,0,-1.0,7.0,1
3584,0,2,26,0,0,5,0,0,0,1.0,5,0,4,-1,0,0,-1.0,1.0,0
3585,0,2,54,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,1.0,1
3591,0,3,27,0,0,3,0,0,2,10.0,3,-1,2,-1,2,1,-10.0,10.0,0
3593,0,2,61,1,0,4,0,0,1,0.0,4,-1,2,-1,1,1,0.0,1.0,0
3594,0,0,51,1,0,4,0,0,1,1.0,4,-1,1,-1,1,0,-1.0,0.0,1
3596,0,2,57,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,0.0,27.0,0
3597,0,2,24,-1,0,5,0,3,3,1.0,5,0,4,-1,3,0,-1.0,1.0,1
3598,0,0,34,0,0,1,0,0,1,1.0,1,-1,2,-1,1,1,-1.0,0.0,0
3600,0,3,27,0,0,2,0,0,1,1.0,2,-1,3,-1,1,1,-1.0,1.0,0
3601,1,0,28,0,0,7,0,0,10,36.0,7,0,4,-1,10,0,15.0,3.0,1
3602,0,0,35,0,0,8,0,0,10,1.0,8,1,3,-1,10,0,0.0,0.0,1
3603,0,0,30,0,0,6,0,0,6,0.0,6,0,4,-1,6,1,0.0,1.0,1
3604,0,5,53,1,0,5,0,0,1,92.0,5,0,2,-1,1,1,733.0,5.0,0
3605,0,0,44,0,0,1,0,0,0,1.0,1,-1,2,-1,0,1,-1.0,1.0,0
3607,0,2,57,1,0,3,0,0,3,1117.0,3,-1,1,-1,3,0,3.3047632836253076,18.235413348776603,1
3611,0,2,61,1,0,6,0,0,10,1.0,6,0,5,0,10,1,-1.0,22.0,0
3614,0,0,26,0,0,9,0,0,1,1.0,9,1,7,0,1,1,-1.0,0.0,1
3616,0,0,48,1,1,7,0,0,10,1.0,7,0,6,0,10,1,-1.0,4.0,1
3617,0,0,42,0,0,1,0,0,4,2009.0,1,-1,1,-1,4,0,0.0,0.0,0
3618,0,2,38,0,0,8,0,0,10,1.0,8,1,2,-1,10,1,-1.0,0.0,1
3619,0,0,39,0,0,2,0,0,4,0.0,2,-1,2,-1,4,1,-32.0,6.0,0
3620,1,2,53,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0.0,0
3622,0,0,26,0,0,10,0,0,3,1.0,10,1,9,1,3,0,-1.0,1.0,0
3624,0,0,22,-1,0,7,0,0,1,1.0,7,0,6,0,1,1,-1.0,0.0,1
3626,0,2,50,1,0,7,0,0,0,1.0,7,0,2,-1,0,1,-1.0,30.0,0
3627,0,2,44,0,3,7,0,0,16,1.0,7,0,3,-1,16,0,-1.0,81.0,0
3628,0,0,24,-1,0,6,1,3,4,1.0,6,0,6,0,4,1,-1.0,1.0,1
3629,0,0,21,-1,0,7,0,0,0,1.0,7,0,7,0,0,1,-1.0,1.0,1
3630,0,2,50,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,0.0,2.0,0
3631,1,2,36,0,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,1.0,0
3634,0,2,39,0,0,3,0,0,0,1.0,3,-1,2,-1,0,1,-1.0,54.0,0
3635,1,0,24,-1,0,4,0,0,2,90.0,4,-1,4,-1,2,1,729.0,13.0,0
3636,1,0,54,1,0,6,0,0,7,1.0,6,0,1,-1,7,1,-1.0,18.0,0
3639,0,0,29,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,0.0,0.0,0
3641,0,2,26,0,0,6,0,0,0,1.0,6,0,2,-1,0,0,-1.0,0.0,0
3642,0,0,41,0,0,4,0,0,3,1.0,4,-1,2,-1,3,1,-1.0,1.0,1
3643,0,0,23,-1,0,6,0,0,1,1.0,6,0,5,0,1,1,-1.0,2.0,1
3645,0,2,34,0,0,1,0,0,0,1.0,1,-1,2,-1,0,0,-1.0,0.0,0
3646,0,2,31,0,0,7,0,0,11,1.0,7,0,9,1,11,1,0.0,11.0,1
3647,0,0,20,-1,0,3,0,0,0,1.0,3,-1,6,0,0,1,-1.0,1.0,0
3648,0,0,49,1,0,6,0,0,10,1.0,6,0,3,-1,10,1,-1.0,43.0,1
3649,0,0,26,0,0,8,0,0,4,0.0,8,1,6,0,4,1,0.0,0.0,1
3652,0,0,28,0,0,4,0,0,1,1.0,4,-1,2,-1,1,1,-1.0,0.0,1
3653,0,0,26,0,0,2,0,0,0,1.0,2,-1,3,-1,0,1,-1.0,0.0,0
3655,0,0,55,1,0,4,0,0,1,1.0,4,-1,1,-1,1,1,-1.0,0.0,0
3656,0,0,22,-1,0,9,0,0,0,1.0,9,1,7,0,0,0,-1.0,2.0,0
3657,1,0,26,0,0,4,0,0,0,1.0,4,-1,3,-1,0,0,-1.0,1.0,0
3658,0,5,56,1,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,1.0,0
3659,0,2,66,1,0,1,0,0,1,1.0,1,-1,2,-1,1,1,331.0,167.0,0
3660,0,5,46,1,0,3,0,0,2,1.0,3,-1,4,-1,2,1,-1.0,1.0,0
3661,0,0,58,1,0,6,0,0,16,1.0,6,0,3,-1,16,1,-1.0,68.0,1
